Cod.,Ativo,3. Idade,4. Genero,5. Regiao,6. Estado,7. Cidade,8. Religiao,Religiao_codificado(8),9. Vinculo,10. Nome_da_ONG,11. Nome_da_CEUA,CEUA_unificada(11),12. Instituicao,13. Departamento,14. Natureza_Inst,15. Representante_SPA,16. Quant_membros_CEUA,17. No_licencas_recusadas,18. No_consultores_adhoc,19. Freq_cursos,20. Outros_encontros,21. Metodo_decisao,22. Periodicidade_das_reunioes,23. SPA_assume_relatoria,24. Opiniao_SPA_deve_assumir_relatoria,25. Justifique_dever_assumir_relatoria_aberta,Justifique_dever_assumir_relatoria_codificado(25),26. SPA_deve_ter_formacao,27. Justifique_SPA_deve_ter_formacao_aberta,Justifique_SPA_deve_ter_formacao_aberta_codificado(27),28. Papel_na_CEUA,Papel_na_CEUA_codificado(28),29. Area_formacao_academica,Area_formacao_academica_unificado(29),30. Escolaridade,31. Area_em_que_usa_animais_lista,32. Funcao_administrativa_na_CEUA,Funcao_administrativa_na_CEUA_codificado(32),33. Tempo_de_CEUA,"tempo_de_CEUA_em_anos_avg(33,34)",34. Tempo_de_CEUA_acima_4_anos,35. Conhecimento_formal_em_etica_escala,36. Ensino_de_etica_na_sua_formação_escala,37. Ensino_de_bem-estar_animal_na_sua_formacao_escala,38. Disciplinas_cursadas_na_graduacao_lista,Disciplinas_cursadas_no_Mestrado_lista,Disciplinas_cursadas_no_Doutorado_lista,Disciplinas_cursadas_na_Especialização_lista,Disciplinas_cursadas_em_Curso_de_Extensão_lista,39. Aptidao_para_avaliacoes_eticas_escala,40. Aptidao_para_avaliacoes_de_bem-estar_animal_escala,41. Dificuldade_em_compreender_protocolos,42. Necessidade_de_uso_de_modelos_animais_escala,43. Necessidade_de_uso_de_animais_na_alimentacao_escala,44. Experimentacao_animal_e_um_mal_necessario,45. Justifique_experimentacao_animal_ser_mal_necessario_aberta,Justifique_experimentacao_animal_ser_mal_necessario_codificado(45),46. Experimentos_cientificos_implicam_sofrimento_animal_escala,47. Na_avaliacao_de_danos_e_beneficios_o_que_e_importante_aberta,Na_avaliacao_de_danos_e_beneficios_o_que_e_importante_codificada(47),48. Formas_aceitaveis_de_uso_de_animais_lista,49. Grau_de_sofrimento_dos_animais_escala,50. Vegano_ou_vegetariano_binario,"51. Termos_sobre_o_papel_dos_animais
_fechada",52. Termo_sobre_o_papel_dos_animais_aberta,53. Vontade_para_manifestar_posicionamento,54. Sente-se_discriminado_nas_reunioes,55. Suas_colocacoes_sao_respeitadas,56. Ha_resistencia_as_suas_propostas,57. Demais_membros_atribuem_o_mesmo_nivel_de_preocupacao,58. Sente-se_estressado_nas_reunioes,59. Receio_de_aceitar_ou_rejeitar_protocolo,60. Membros_tem_receio_de_rejeitar_protocolos,61. Ao_avaliar_projeto_de_membro_ele_deve_se_ausentar,62. Membros_que_pesquisam_com_modelos_animais_minimizam_o_sofrimento_deles,63. O_quanto_a_CEUA_se_baseia_no_principio_dos_3Rs_escala,64. Comentario_sobre_CEUAs
11,True,Entre 31 e 40 anos,Feminino,Sul,PR,Cascavel,Catolicismo,2,Sim,ONG Sou Amigo - Coordenadora,CEUA FAG,FAG,FAG,Veterinária,Privada,"Sim, apenas titular",Entre 5 e 9,0,0,Nunca,Nunca,Só votação,Uma vez por semestre,Não,Sim,O representante da SPA é o contraponto pra trazer questionamentos éticos que por vezes já não são mais feitos pelos representantes da ciência.,5,Sim,Entendo que precisa pois é necessário estudo e técnica pra que se possa analisar criteriosamente cada projeto de pesquisa apresentado.,1,Representante da Sociedade Protetora de Animais,8,Direito,Ciências Jurídicas,Graduação,Não uso animais,Não ocupo nenhuma função administrativa,2,De 2 anos a 2 anos e meio,2.25,,3,0,0,"Bem-estar animal, Filosofia moral",Bem-estar animal,Bem-estar animal,"Bem-estar animal, Bioética, Etologia, Ética animal, Ética em pesquisa, Direitos dos animais",Bem-estar animal,4,4,Constantemente,0,0,Não,"Porque o que é realmente necessário é a busca por métodos alternativos e o uso dos já existentes. Uso de animais é comodismo, antropocentrismo e utilitarismo",3,5,"Os danos devem ser considerados sob o prisma animal, não pela perspectiva humana.",8,Não considero aceitável nenhuma forma de uso de animais,3,Sim,Sujeitos de pesquisa,,1,Constantemente,Nunca,Constantemente,Nunca,Constantemente,Nunca,Constantemente,Sim,Constantemente,1,"É preciso que as CEUAS respeitem a participação do representante das SPAs, e não apenas o tenham em seu quadro para cumprir o regulamento do CONCEA formalmente."
12,True,Entre 41 e 50 anos,Masculino,Sudeste,MG,Belo Horizonte,Ateismo ou agnosticismo,1,Não,,CEUA-Funed,FUNED,Fundação Ezequiel Dias,Presidência - Funed,Pública,"Sim, apenas titular",Entre 10 e 14,0,6,Nunca,Nunca,Só votação,Uma vez por mês,Não,Sim,Representantes da sociedade protetora dos animais devem assumir relatoria dos protocolos de pesquisa enviados à CEUA para que possam se familiarizar com as regras de funcionamento da CEUA e ter conhecimento sobre as metodologias de projetos científicos que utilizam animais.,5,Sim,"Representantes da sociedade protetora dos animais precisam ter formação acadêmica de nível superior, especialmente em área da saúde, uma vez que, para a relatoria de protocolos de pesquisa, é necessário se aprofundar no conhecimento do objeto que é foco da pesquisa.",1,Pesquisador(a),7,Ciências Biológicas,Ciências Biológicas,Mestrado,"Testes de drogas, Vacinas/imunologia, Diagnóstico de doenças, Pesquisa básica",Não ocupo nenhuma função administrativa,2,Entre 6 meses e 1 ano,0.75,,3,1,1,"Bioética, Ética em pesquisa, Filosofia moral",Nenhuma dessas disciplinas,Não fiz essa modalidade acadêmica,Nenhuma dessas disciplinas,"Bem-estar animal, Ética animal, Direitos dos animais",3,2,Frequentemente,3,3,Sim,"A experimentação animal ainda é um ""mal necessário"", visto que existem muitas áreas ainda sem alternativas de substituição aos animais.",6,5,"A avaliação de danos e benefícios deve considerar, acima de tudo, a possibilidade de aplicação e de benefício para a espécie humana, com o mínimo risco para os animais.",3,"Produção de alimentos/agropecuária, Testes regulatórios de produtos alimentícios, Pesquisa básica, Pesquisa aplicada, Pesquisas agropecuárias",3,Não,Participantes de pesquisa,,3,Raramente,Frequentemente,Frequentemente,Frequentemente,Frequentemente,Raramente,Frequentemente,Não tenho opinião sobre isso,Constantemente,4,
13,True,Entre 31 e 40 anos,Feminino,Sul,RS,Santa Maria,Catolicismo,2,Não,,ceua,UFSM,UFSM,prpgp,Pública,"Sim, apenas titular",20 ou mais,4,2,Frequentemente,Raramente,Votação e consenso,A cada quinze dias,Não sei dizer,Não,Devido a importância de atuação na área de pesquisa ou ensino com embasamento científico.,1,Sim,Para conseguir discutir melhor os protocolos propostos nos projetos.,1,Docente,3,Farmacêutica,Farmácia,Pós doutorado,"Testes toxicológicos, Pesquisa básica",Não ocupo nenhuma função administrativa,2,Entre 6 meses e 1 ano,0.75,,4,4,4,Ética em pesquisa,"Bioética, Ética animal, Ética em pesquisa","Bem-estar animal, Bioética, Ética animal, Ética em pesquisa, Direitos dos animais",Ética em pesquisa,"Bem-estar animal, Ética animal, Ética em pesquisa",4,4,Raramente,5,4,Sim,"O modelo animal de roedores ainda é bastante necessário na pesquisa básica, devido aos protocolos a serem executados serem mais padronizados.",8,1,"bem -estar animais, estudos inovadores",6,"Produção de alimentos/agropecuária, Testes de toxicidade, Pesquisa básica",2,Não,Sujeitos de pesquisa,,5,Raramente,Constantemente,Raramente,Constantemente,Frequentemente,Raramente,Raramente,Sim,Raramente,4,
14,True,Entre 51 e 60 anos,Feminino,Sul,PR,Realeza,Religiões afro-brasileiras,7,Sim,AMAA - colaboradora,Comissão de Ética no Uso de Animais,UFFS,UFFS,Medicina Veterinária - Campus Realeza,Pública,"Sim, titular e suplente",20 ou mais,Não sei dizer,0,Frequentemente,Raramente,Votação e consenso,Uma vez por mês,Sim,Sim,Um olhar diferente é sempre importante.,5,Sim,"Todos estarão avaliando projetos de pesquisa, ensino e  extensão, portanto, minimamente devem ter algum conhecimento que valide sua participação, caso contrário, poderá se tornar apenas um julgamento fundamentalista.",1,Docente,3,Medicina Veterinária e Ciências Biológicas,Veterinária; Ciências Biológicas,Doutorado,"Ensino, Diagnóstico de doenças, Pesquisa aplicada",Não ocupo nenhuma função administrativa,2,De 2 anos a 2 anos e meio,2.25,,5,2,0,Etologia,Ética em pesquisa,"Bioética, Ética em pesquisa, Filosofia moral",Nenhuma dessas disciplinas,"Bem-estar animal, Bioética, Etologia, Ética animal, Ética em pesquisa, Filosofia moral, Direitos dos animais",5,5,Raramente,4,1,Sim,Especialmente em relação à pesquisa e desenvolvimento de de medicamentos e vacinas.,8,3,"Seguir rigorosamente os protocolos de restrição de dor, de manutenção dos animais desde o nascimento até a sua participação efetiva nos experimentos, e que a vida dos animais seja a melhor possível, enquanto estiverem vivos, em relação a alimentação, água, conforto ambiental, saúde mental, enfim - AS CINCO LIBERDADES.",6,"Produção de alimentos/agropecuária, Pesquisa básica, Pesquisa aplicada, Ensino",1,Sim,Sujeitos de pesquisa,,4,Nunca,Frequentemente,Frequentemente,Frequentemente,Raramente,Nunca,Raramente,Sim,Frequentemente,5,Ruim com a CEUA? pior sem ela...
15,True,Entre 41 e 50 anos,Feminino,Sudeste,MG,Belo Horizonte,Catolicismo,2,Não,,CEUA/FIOCRUZ,FIOCRUZ_MG,FIOCRUZ,Vice Presidência de Pesquisa,Pública,"Sim, titular e suplente",Entre 10 e 14,Não sei dizer,Não sei dizer,Raramente,Constantemente,Só consenso,A cada quinze dias,Não,Sim,"O representante pode ser veterinário, pesquisador, etc",3,Sim,Para poderem assumir relatorias dos protocolos,1,Médico(a) Veterinário (a),5,Medicina Veterinária,Veterinária,Doutorado,Bioterismo,Não ocupo nenhuma função administrativa,2,Acima de 4 anos,13,13 anos,3,2,2,Bioética,Nenhuma dessas disciplinas,Nenhuma dessas disciplinas,Não fiz essa modalidade acadêmica,Não fiz essa modalidade acadêmica,3,3,Raramente,4,4,Sim,Ainda não podemos prescindir da experimentação animal,7,2,Avaliação colegiada,7,"Produção de alimentos/agropecuária, Pesquisa básica, Pesquisa aplicada, Zoológico, Pesquisas agropecuárias",3,Não,Sujeitos de pesquisa,,4,Nunca,Constantemente,Nunca,Constantemente,Raramente,Nunca,Nunca,Sim,Nunca,4,
16,True,Entre 61 e 70 anos,Feminino,Sudeste,SP,São Paulo,Catolicismo,2,Não,,FMVZUSP,USP_FMVZ,Faculdade de Medicina Veterinária e Zootecnia da Universidade de São Paulo,Cirurgia,Pública,"Sim, apenas titular",Entre 15 e 19,Não sei dizer,Não sei dizer,Frequentemente,Raramente,Votação com discussão prévia,Uma vez por mês,Não,Não,Muitos projetos necessitam conhecimento da área,1,Sim,Facilita muitas vezes a discussão e entendimento,1,Médico(a) Veterinário (a),5,Cirurgia,Cirurgia,Livre docência,"Pesquisa aplicada, Animais da rotina hospitalar",Não ocupo nenhuma função administrativa,2,Há menos de 6 meses,0.25,,4,4,5,Nenhuma dessas disciplinas,Nenhuma dessas disciplinas,Nenhuma dessas disciplinas,Nenhuma dessas disciplinas,"Bem-estar animal, Bioética, Etologia, Ética animal, Ética em pesquisa, Direitos dos animais",4,4,Raramente,2,0,Não,Depende dos objetivos da pesquisa,5,3,Depende da formação do pesquisador e a área de trabalho,1,Não considero aceitável nenhuma forma de uso de animais,5,Não,Não sei dizer,,5,Nunca,Constantemente,Raramente,Frequentemente,Nunca,Nunca,Raramente,Não,Raramente,4,
17,False,Entre 31 e 40 anos,Masculino,Sudeste,SP,São Paulo,Ateismo ou agnosticismo,1,Não,,Unifesp,UNIFESP,Unifesp,Unifesp,Pública,"Sim, apenas titular",Entre 15 e 19,Não sei dizer,Não sei dizer,Frequentemente,Frequentemente,Só consenso,A cada quinze dias,Sim,Sim,Todos membros devem relatar com exceção do coordenador,,Sim,É o mínimo que se espera para poder contribuir cientificamente,,Pesquisador(a),7,Imunologia,Imunologia,Pós doutorado,"Pesquisa básica, Pesquisa aplicada",Não ocupo nenhuma função administrativa,2,De 2 anos a 2 anos e meio,2.25,,4,4,3,"Bem-estar animal, Bioética",Bem-estar animal,Bem-estar animal,Ética animal,Bem-estar animal,5,5,Nunca,5,5,Não,Senso comum de quem desconhece o tema.,,1,Primeiramente observar se o bem estar animal  está sendo considerado.,,"Produção de alimentos/agropecuária, Testes regulatórios de produtos alimentícios, Testes regulatórios de exposição a substâncias e materiais, Testes de toxicidade, Pesquisa básica, Pesquisa aplicada, Ensino, Pesquisas agropecuárias",2,Não,Participantes de pesquisa,,5,Nunca,Constantemente,Nunca,Constantemente,Nunca,Nunca,Raramente,Sim,Nunca,5,
18,True,Entre 41 e 50 anos,Feminino,Sudeste,SP,Monte Alto,Catolicismo,2,Não,,COMITÊ DE ÉTICA EM USO DE ANIMAIS EM PESQUISA,UB,Universidade Brasil,Universidade Brasil propesp,Privada,"Sim, apenas titular",Entre 10 e 14,8,5,Raramente,Raramente,Votação e consenso,Uma vez por mês,Sim,Sim,"O membro selecionado para o comitê é medico veterinário e docente de outra instituição , tendo portanto capacidade de assumir relatoria de propostas de pesquisa, aulas, etc",3,Sim,Precisam ter porque devem participar de forma coerente e somar no processo educacional,1,Pesquisador(a),7,"Médica Veterinária, residência, mestrado e doutorado",Veterinária,Pós doutorado,Pesquisa aplicada,Coordenador,1,De 2 anos a 2 anos e meio,2.25,,4,3,2,"Etologia, Ética animal",Nenhuma dessas disciplinas,Nenhuma dessas disciplinas,Nenhuma dessas disciplinas,Bem-estar animal,4,4,Raramente,4,4,Não,"não é um mal se bem conduzida, nunca compactuei com esta afirmação",1,1,Não concordo com esta afirmação,0,"Produção de alimentos/agropecuária, Pesquisa básica, Pesquisa aplicada, Ensino, Esportes, Pesquisas agropecuárias",1,Não,Participantes de pesquisa,,5,Nunca,Constantemente,Raramente,Constantemente,Raramente,Nunca,Nunca,Sim,Raramente,5,
19,True,Entre 31 e 40 anos,Feminino,Sudeste,SP,São Paulo,Não tenho religião,5,Não,,Ceua FMVZ USP,UDP_FMZ,Universidade de são Paulo,Faculdade de Medicina Veterinária e Zootecnia,Pública,"Sim, apenas titular",Entre 15 e 19,Não sei dizer,Não sei dizer,Raramente,Raramente,Variavel,Uma vez por mês,Sim,Sim,Depende da sua formação,3,Não,Ele pode participar das reuniões independente da sua formação. Mas para a relatoria precisa de uma formação mais complexa,1,Representante dos MVRT,6,Medicina veterinaria,Veterinária,Doutorado,"Ensino, Pesquisas agropecuárias, Pesquisa básica, Pesquisa aplicada, Engenharia genética",Vice-coordenador,4,De 2 anos a 2 anos e meio,2.25,,5,4,3,"Bioética, Direitos dos animais",Não fiz essa modalidade acadêmica,Ética em pesquisa,"Bem-estar animal, Ética em pesquisa",Etologia,4,4,Raramente,5,5,Não,Deve ser feita com todo o cuidado com os animais. Mas não deve ser vista como mal necessario,4,3,Projeto bem elaborado e descrito,2,"Produção de alimentos/agropecuária, Testes de cosméticos e produtos de higiene pessoal, Testes regulatórios de produtos alimentícios, Testes regulatórios de exposição a substâncias e materiais, Testes de toxicidade, Pesquisa básica, Pesquisa aplicada, Ensino, Zoológico, Pesquisas agropecuárias",2,Não,Participantes de pesquisa,,5,Nunca,Constantemente,Raramente,Frequentemente,Constantemente,Nunca,Nunca,Não,Não tenho opinião sobre isso,3,
20,True,Entre 51 e 60 anos,Feminino,Sul,PR,Maringá,Catolicismo,2,Não,,CEUA/UEM,UEM,UNIVERSIDADE ESTADUAL DE MARINGÁ,PRÓ-REITORIA DE PESQUISA,Pública,Não sei dizer,Entre 15 e 19,Não sei dizer,Não sei dizer,Raramente,Raramente,SOU SUPLENTE,Uma vez por mês,Não sei dizer,Sim,POR PODEREM CONTRIBUIR COM UMA VISÃO DIFERENTE DAQUELA DE QUEM TRABALHA EM PESQUISA COM ANIMAIS,5,Não,"É NECESSÁRIO O CONHECIMENTO BÁSICO DO QUE É PESQUISA COM ANIMAIS, MAS NÃO NECESSÁRIAMENTE FORMAÇÃO ACADÊMICA",3,Biólogo (a),1,BIOLOGIA CELULAR,Ciências Biológicas,Doutorado,Pesquisa básica,SUPLENTE,2,Entre 6 meses e 1 ano,0.75,,4,1,1,Nenhuma dessas disciplinas,Nenhuma dessas disciplinas,Nenhuma dessas disciplinas,Nenhuma dessas disciplinas,"Bem-estar animal, Ética animal",3,3,Frequentemente,4,3,Sim,MUITOS MEDICAMENTOS SÃO DESENVOLVIDOS COM A UTILIZAÇÃO DE ANIMAIS,7,3,A AVALIAÇÃO DAS CONDIÇÕES DE CUIDADOS COM OS ANIMAIS PARA AMENIZAR AO MÁXIMO O SOFRIMENTO INERENTE AO EXPERIMENTO,6,"Produção de alimentos/agropecuária, Pesquisa básica, Pesquisa aplicada",3,Não,Objetos de pesquisa,,3,Não sei dizer,Não sei dizer,Não sei dizer,Frequentemente,Não sei dizer,Nunca,Não sei dizer,Não tenho opinião sobre isso,Não tenho opinião sobre isso,4,"MINHA PARTICIPAÇÃO É LIMITADA, COMO SUPLENTE AINDA NÃO PARTICIPEI DE NENHUMA REUNIÃO. MINHA OPINIÃO É BASEADA NO CONHECIMENTO SOBRE OS PROCEDIMENTOS DE USO DE ANIMAIS EM PESQUISA, E COMO COORDENAÇÃO DE BIOTÉRIO, SEMPRE EM SINTONIA COM O CEUA"
21,True,Entre 61 e 70 anos,Feminino,Norte,AM,Manaus,Catolicismo,2,Não,,Comitê de Ética No Uso de Animais,INPA,Instituto Nacional de Pesquisas da Amazônia,Coordenação de Tecnologia e Inovação,Pública,"Sim, titular e suplente",Entre 10 e 14,2,1,Frequentemente,Frequentemente,Votação e consenso,Uma vez por mês,Sim,Sim,"Como membro da CEUA, eles participam de todos os protocolos relacionados às decisões tomadas pelo Comitê e também da elaboração dos relatórios",6,Sim,A formação acadêmica é importante para a tomada de decisões sobre todos os processos enviados à CEUA,1,Pesquisador(a),7,Engenharia Florestal,Ciências Ambientais,Doutorado,Pesquisa básica,Coordenador,1,Acima de 4 anos,3.5,3 anos e 5 meses,5,5,3,"Bioética, Filosofia moral",Ética em pesquisa,Nenhuma dessas disciplinas,Nenhuma dessas disciplinas,"Bem-estar animal, Etologia, Ética animal, Direitos dos animais",4,4,Raramente,4,5,Sim,Sem os animais não poderiamos fazer os testes finais nos humanos.,7,5,Concordo com a consideração acima,0,"Produção de alimentos/agropecuária, Testes regulatórios de produtos alimentícios, Testes regulatórios de exposição a substâncias e materiais, Testes de toxicidade, Pesquisa básica, Pesquisa aplicada, Ensino, Pesquisas agropecuárias",2,Não,Participantes de pesquisa,,5,Nunca,Constantemente,Raramente,Constantemente,Nunca,Nunca,Nunca,Sim,Constantemente,5,
22,True,Entre 41 e 50 anos,Feminino,Sul,SC,Itajaí,Espiritismo,4,Não,,CEUA - Camboriú,IFC_CAMBORIU,Instituto Federal Catarinense- campus Camboriú,Agropecuária,Pública,"Sim, apenas titular",Entre 5 e 9,2,0,Raramente,Raramente,Votação e consenso,Uma vez a cada dois meses,Sim,Sim,Qualquer membro do CEUA deve ter como característica principal idoneidade sobre seus atos.,1,Não,Penso que bom senso e ética não estão vinculados a formação acadêmica.,3,Docente,3,Medicina Veterinária,Veterinária,Doutorado,"Ensino, Pesquisa aplicada",Coordenador,1,De 1 ano a 1 ano e meio,1.25,,4,5,5,Etologia,Bem-estar animal,Nenhuma dessas disciplinas,"Ética em pesquisa, Direitos dos animais",Nenhuma dessas disciplinas,5,5,Raramente,5,5,Não,Não vejo a experimentação conduzida com ética e cuidados com o  bem-estar animal como um mal.,1,2,"Acho muito difícil responder esta questão de maneira breve, pois muitos lados precisam ser avaliados criteriosamente. Penso que num primeiro momento produtos que não são de primeira necessidade, como cosméticos por exemplo, não devem ser testados em animais. O bom senso deve sempre prevalecer nestas decisões cada situação merece ser avaliada criteriosamente.",3,"Produção de alimentos/agropecuária, Entretenimento (rodeio, vaquejada, corridas, etc), Testes de toxicidade, Pesquisa básica, Pesquisa aplicada, Ensino, Esportes, Zoológico, Pesquisas agropecuárias",1,Não,Sujeitos de pesquisa,,5,Nunca,Constantemente,Raramente,Frequentemente,Frequentemente,Frequentemente,Frequentemente,Não tenho opinião sobre isso,Raramente,4,"Na prática o que tenho sentido no CEUA que coordeno é a dificuldade dos coordenadores de projetos aceitaram as sugestões e/ ou implantarem as recomendações. Isso pode acontecer , pois o CEUA é novo e o trabalho de conscientização da comunidade acadêmica e científica está bastante árduo."
23,True,Entre 41 e 50 anos,Feminino,Sudeste,RJ,Rio de Janeiro,Judaica,6,Não,,Comissão de Ética no Uso de Animais do Instituto Oswaldo Cruz,FIOCRUZ_IOC,Fundação Oswaldo Cruz,Instituto Oswaldo Cruz,Pública,"Sim, apenas titular",Entre 10 e 14,Não sei dizer,3,Raramente,Raramente,Votação e consenso,Uma vez por semana,Não,Não,Dependendo da área do representante da sociedade protetora dos animais poderia ficar difícil a avaliação dos protocolos por eles.,3,Não tenho opinião sobre isso,Eu acredito que não precise,3,Pesquisador(a),7,Biomédica,Biomedicina,Pós doutorado,"Testes de drogas, Testes toxicológicos, Pesquisa básica",Não ocupo nenhuma função administrativa,2,De 2 anos a 2 anos e meio,2.25,,3,3,3,Bioética,Bem-estar animal,"Bem-estar animal, Ética em pesquisa",Não fiz essa modalidade acadêmica,"Ética animal, Filosofia moral, Direitos dos animais",4,4,Frequentemente,4,3,Sim,tem alguns experimentos que o in vitro não substitui,6,1,Avaliação da comissão é muito importante,7,"Produção de alimentos/agropecuária, Testes de toxicidade, Pesquisa básica, Pesquisa aplicada, Ensino, Zoológico",3,Não,Participantes de pesquisa,,3,Nunca,Constantemente,Nunca,Constantemente,Nunca,Nunca,Nunca,Sim,Nunca,4,
24,True,Entre 51 e 60 anos,Feminino,Centro-oeste,GO,Goiânia,Agnóstica - teísta,1,Não,,Comite de ética no uso de animais,UFG_PRPI,Universidade Federal de Goiás,Pro reitoria de pesquisa e inovação,Pública,Não há representante da sociedade protetora de animais,20 ou mais,3,3,Constantemente,Frequentemente,Votação e consenso,Uma vez por mês,Não há representante da sociedade protetora de animais,Não,Baseio a minha opinião por não conhecer o curriculo e a capacidade do proponente. Caso o representante tenha os pré requisitos curriculares ele poderia relatar os projetos,3,Sim,Os protocolos de pesquisa são muito técnicos e devem ser analisados por um corpo técnico  sensível à necessidade do cuidado e manejo adequado dos animais. Compreender quais as necessidades atendem melhor cada espécie para que se use o mínimo de animais com o máximo proveito do objetivo da pesquisa.,1,Pesquisador(a),7,Fisiologista,Fisiologia,Doutorado,Pesquisa básica,Vice-coordenador,4,Acima de 4 anos,8,8,2,1,4,Nenhuma dessas disciplinas,Nenhuma dessas disciplinas,Nenhuma dessas disciplinas,Nenhuma dessas disciplinas,"Bem-estar animal, Bioética, Ética animal, Ética em pesquisa, Direitos dos animais",5,5,Raramente,5,5,Sim,Por mais avançada que esteja a biologia celular e molecular ainda não existe um modelo que abranja a complexidade de um sistema vivo com a integração de todos os sistemas.,6,1,Acredito que um tratamento humanizado dos animais é importante para a integridade da experimentação. Se um animal sente desconforto isso levará em alteração dos resultados.,2,"Produção de alimentos/agropecuária, Entretenimento (rodeio, vaquejada, corridas, etc), Pesquisa básica, Pesquisa aplicada, Pesquisas agropecuárias",1,Não,Participantes de pesquisa,,5,Nunca,Constantemente,Nunca,Constantemente,Nunca,Nunca,Nunca,Sim,Nunca,5,A CEUA que participo é um dos poucos lugares dentro da UFG que me sinto totalmente a vontade para exercer um papel de proteção à pesquisa em animais com ética. Desde que entrei faço cursos de atualização todos os anos e participo do SBCAL assim como todos os membros da CEUA. Não só os meus protocolos experimentais tem-se tornado mais adequados com os protocolos dos pesquisadores e alunos com quem trabalho. Tem sido uma atividade de grande crescimento pessoal e profissional.
25,True,Entre 41 e 50 anos,Masculino,Norte,PA,Palmas,Não tenho religião,6,Não,,CEUA/CNPASA,EMBRAPA_CNPASA,Embrapa,Pesquisa e Desenvolvimento,Pública,Não há representante da sociedade protetora de animais,Entre 5 e 9,3,0,Raramente,Raramente,Votação e consenso,"Reuniões ordinárias 1 x mês, ou quando necessário, agenda-se reunião extraordinária ara avaliação de algum pedido.",Não há representante da sociedade protetora de animais,Não tenho opinião sobre isso,Não tenho opinião sobre isso,0,Não,"Não tenho opinião sobre isso, pois não participei de CEUA com essa categoria de representantes. A carência ou mesmo ausência desse tipo de representante em nossa região, nos direcionou a compor a CEUA com membro externo à instituição, no entanto, não é de uma SPA.",0,Pesquisador(a),5,Médica Veterinária,Veterinária,Mestrado,"Pesquisas agropecuárias, Área Aquicultura",Não ocupo nenhuma função administrativa,2,Acima de 4 anos,9,Pelo menos 9 anos.,3,3,3,"Bem-estar animal, Bioética, Etologia",Bem-estar animal,Não fiz essa modalidade acadêmica,Não fiz essa modalidade acadêmica,Não fiz essa modalidade acadêmica,3,3,Raramente,3,5,Não,"Não acredito ser um ""mal"" o uso de animais. Com a ressalva é claro, de seguir protocolos. Em certas áreas o uso de animais é necessário para avanços na ciência e na criação de animal.",1,0,Não acredito que todas as pesquisas impliquem em  sofrimento. Considero importante a experiência dos membros da CEUA para avaliação dos danos/benefícios e o correto direcionamento de metodologias que garantam o bem-estar animal na experimentação.,1,"Produção de alimentos/agropecuária, Entretenimento (rodeio, vaquejada, corridas, etc), Pesquisa básica, Pesquisa aplicada, Pesquisas agropecuárias",1,Não,Modelos de pesquisa,Modelos de pesquisa,3,Raramente,Frequentemente,Raramente,Frequentemente,Raramente,Raramente,Raramente,Sim,Nunca,4,
26,True,Entre 21 e 30 anos,Feminino,Sudeste,SP,Adamantina,Não tenho religião,5,Não,,CEUA UNIFAI,UNIFAI,Centro universitário de Adamantina,Centro universitário de Adamantina,Privada,"Sim, titular e suplente",20 ou mais,Não sei dizer,0,Nunca,Nunca,Votação e consenso,"Antes era 1x por mês, após a pandemia não houve mais aulas nem reuniões!",Sim,Sim,"Sim, pois é um membro como qualquer outro",6,Não,Ensino médio e bom senso bastam,3,Médico(a) Veterinário (a),5,Medicina Veterinária,Veterinária,Graduação,Não uso animais,Não ocupo nenhuma função administrativa,2,Entre 1 ano e meio e 2 anos,1.75,,4,3,3,Bem-estar animal,Bem-estar animal,Bem-estar animal,Bem-estar animal,Bem-estar animal,4,4,Raramente,1,0,Não,Preferiria experimentação em voluntários humanos ou em presidiários a animais que passam por sofrimentos e bizarrices do ser humano a vida toda.,3,5,"Creio que nenhum ser deveria sofrer em prol de outro contra sua vontade, independente de benefícios ou não, ha outras formas de se fazer ciência.",8,Não considero aceitável nenhuma forma de uso de animais,0,Sim,Participantes de pesquisa,,4,Nunca,Constantemente,Raramente,Frequentemente,Nunca,Nunca,Nunca,Sim,Constantemente,3,
27,True,Entre 31 e 40 anos,Feminino,Norte,PA,Belém,Não tenho religião,5,Não,,CEUA-IEC,IEC,Instituto Evandro Chagas,Instituto Evandro Chagas,Pública,Não sei dizer,Entre 15 e 19,Não sei dizer,Não sei dizer,Raramente,Raramente,Votação e consenso,Uma vez por mês,Não,Não tenho opinião sobre isso,Não tenho opinião formada sobre,4,Não tenho opinião sobre isso,Não tenho opinião sobre,0,Pesquisador(a),7,Biomédica,Biomedicina,Doutorado,"Testes de drogas, Pesquisa básica",Não ocupo nenhuma função administrativa,2,De 2 anos a 2 anos e meio,2.25,,3,2,2,"Bioética, Ética em pesquisa",Nenhuma dessas disciplinas,Nenhuma dessas disciplinas,Nenhuma dessas disciplinas,Nenhuma dessas disciplinas,4,3,Raramente,3,3,Não sei dizer,Nada a declarar,0,1,"Boa elaboração do projeto contemplando todas as questões referentes ao bem estar animal e procedimentos, para que não haja dúvidas ou brechas para realização de procedimentos inadequados.",2,"Testes de toxicidade, Pesquisa básica, Pesquisa aplicada",3,Não,Sujeitos de pesquisa,,5,Nunca,Constantemente,Raramente,Raramente,Raramente,Nunca,Frequentemente,Sim,Frequentemente,2,
